Component,File,Variable,Category,Type,Public?,Risk Level,Context
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"await lucia.invalidateSession(sessionId!);
  return c.json({ ok: true });
});

// Revoke all other sessions (browser + terminal)
app.post(""/sessions/revoke-all"", requireAuth(), async (c) => {
  const "
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"await lucia.invalidateSession(sessionId!);
  return c.json({ ok: true });
});

// Revoke all other sessions (browser + terminal)
app.post(""/sessions/revoke-all"", requireAuth(), async (c) => {
  const "
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"});

// Revoke all other sessions (browser + terminal)
app.post(""/sessions/revoke-all"", requireAuth(), async (c) => {
  const user = c.get(""user"") as any;
  const currentSessionId = getCookie(c, lucia"
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"// Revoke all other sessions (browser + terminal)
app.post(""/sessions/revoke-all"", requireAuth(), async (c) => {
  const user = c.get(""user"") as any;
  const currentSessionId = getCookie(c, lucia.sess"
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"app.post(""/sessions/revoke-all"", requireAuth(), async (c) => {
  const user = c.get(""user"") as any;
  const currentSessionId = getCookie(c, lucia.sessionCookieName);

  // Revoke all browser sessions "
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"const user = c.get(""user"") as any;
  const currentSessionId = getCookie(c, lucia.sessionCookieName);

  // Revoke all browser sessions except current
  const userSessions = await db.select({ id: sessi"
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"if (s.id !== currentSessionId) {
      await lucia.invalidateSession(s.id);
    }
  }

  // Also revoke all terminal sessions + burn exchange codes.
  // Users expect ""log out other devices"" to kill t"
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"}
  }

  // Also revoke all terminal sessions + burn exchange codes.
  // Users expect ""log out other devices"" to kill their other terminals too.
  await revokeAllTerminalSessionsForUser(user.id, ""rev"
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"console.error(`[account] deletion: Stripe cancel failed: ${e.message}`);
      // Don't block deletion on Stripe failure - reconciler will catch it
    }
  }

  // 3. Invalidate all sessions
  await l"
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"}

  // 3. Invalidate all sessions
  await lucia.invalidateUserSessions(user.id);

  // 3. Revoke terminal sessions
  await revokeAllTerminalSessionsForUser(user.id, ""account_deletion"");

  // 4. Dele"
ember/devbox,ember/devbox/src/routes/admin.ts,session,Sensitive,Auth Token,No,Medium,"import { users, machines, slots, billingEvents, auditLog } from ""../db.js"";
import { requireAuth, requireAdmin } from ""../middleware.js"";
import * as fly from ""../fly.js"";
import { lucia } from ""../au"
ember/devbox,ember/devbox/src/routes/admin.ts,session,Sensitive,Auth Token,No,Medium,"throw e;
  }
  return c.json({ ok: true });
});

// ── Ban: revoke sessions, destroy machines, invalidate app sessions ──
app.post(""/users/:id/ban"", async (c) => {
  const userId = c.req.param(""id"")!;"
ember/devbox,ember/devbox/src/routes/admin.ts,session,Sensitive,Auth Token,No,Medium,"await db.update(users).set({ status: ""banned"" }).where(eq(users.id, userId));

  // Revoke API keys (prevents banned user from using /v1/* endpoints)
  await rawSql`UPDATE api_keys SET status = 'revok"
ember/devbox,ember/devbox/src/routes/ai.ts,OPENROUTER_API_KEY,Sensitive,Env (Node),No,Medium,"content: z.string().max(200_000),
  })).min(1).max(500),
  stream: z.boolean().optional(),
});

const OPENROUTER_KEY = process.env.OPENROUTER_API_KEY || """";
const OPENROUTER_URL = ""https://openrouter."
ember/devbox,ember/devbox/src/routes/ai.ts,AI_MARKUP_PERCENT,Config,Env (Node),No,Low,"stream: z.boolean().optional(),
});

const OPENROUTER_KEY = process.env.OPENROUTER_API_KEY || """";
const OPENROUTER_URL = ""https://openrouter.ai/api/v1/chat/completions"";
const MARKUP_PERCENT = parseFl"
ember/devbox,ember/devbox/src/routes/ai.ts,AI_MONTHLY_CAP_USD,Config,Env (Node),No,Low,"const parsed = chatSchema.safeParse(await c.req.json().catch(() => ({})));
  if (!parsed.success) return c.json({ error: ""Invalid request body"" }, 400);
  const { model, messages, stream } = parsed.da"
ember/devbox,ember/devbox/src/routes/ai.ts,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"const orRes = await fetch(OPENROUTER_URL, {
    method: ""POST"",
    headers: {
      ""Content-Type"": ""application/json"",
      ""Authorization"": `Bearer ${OPENROUTER_KEY}`,
      ""HTTP-Referer"": ""https"
ember/devbox,ember/devbox/src/routes/api-keys.ts,session,Sensitive,Auth Token,No,Medium,"// API key lifecycle routes: create, list, revoke.
// Mounted under /api/account (browser-session auth).

import { Hono } from ""hono"";
import crypto from ""crypto"";
import { nanoid } from ""nanoid"";
imp"
ember/devbox,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,No,Medium,"import { lucia, github, google } from ""../auth.js"";
import * as fly from ""../fly.js"";
import { encryptSecret } from ""../secrets.js"";
import { nanoid } from ""nanoid"";

const app = new Hono<{ Variables:"
ember/devbox,ember/devbox/src/routes/auth.ts,NODE_ENV,Config,Env (Node),No,Low,"import * as fly from ""../fly.js"";
import { encryptSecret } from ""../secrets.js"";
import { nanoid } from ""nanoid"";

const app = new Hono<{ Variables: { user: any; session: any; requestId: string } }>()"
ember/devbox,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,No,Medium,"const userId = generateIdFromEntropySize(10);
  const passwordHash = await hash(password);

  await db.insert(users).values({ id: userId, email, passwordHash, name });

  const session = await lucia.c"
ember/devbox,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,No,Medium,"const passwordHash = await hash(password);

  await db.insert(users).values({ id: userId, email, passwordHash, name });

  const session = await lucia.createSession(userId, {});
  const cookie = lucia"
ember/devbox,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,No,Medium,"const valid = await verify(user.passwordHash, password);
  if (!valid) return c.json({ error: ""Invalid credentials"" }, 401);
  if (user.status === ""banned"") return c.json({ error: ""Account suspended"" "
ember/devbox,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,No,Medium,"const valid = await verify(user.passwordHash, password);
  if (!valid) return c.json({ error: ""Invalid credentials"" }, 401);
  if (user.status === ""banned"") return c.json({ error: ""Account suspended"" "
ember/devbox,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,No,Medium,"return c.json({ ok: true });
});

// ── Logout ───────────────────────────────────────────────────
app.post(""/logout"", async (c) => {
  const sessionId = getCookie(c, lucia.sessionCookieName);
  if (s"
ember/devbox,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,No,Medium,"});

// ── Logout ───────────────────────────────────────────────────
app.post(""/logout"", async (c) => {
  const sessionId = getCookie(c, lucia.sessionCookieName);
  if (sessionId) {
    const { user "
ember/devbox,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,No,Medium,"// ── Logout ───────────────────────────────────────────────────
app.post(""/logout"", async (c) => {
  const sessionId = getCookie(c, lucia.sessionCookieName);
  if (sessionId) {
    const { user } = a"
ember/devbox,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,No,Medium,"app.post(""/logout"", async (c) => {
  const sessionId = getCookie(c, lucia.sessionCookieName);
  if (sessionId) {
    const { user } = await lucia.validateSession(sessionId);
    if (user) {
      // U"
ember/devbox,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,No,Medium,"await db.insert(auditLog).values({
        id: nanoid(), userId: user.id, actorId: user.id,
        action: ""user.logout"", resourceType: ""user"", resourceId: user.id,
      });
    }
    await lucia.in"
ember/devbox,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,No,Medium,"return c.json({ ok: true });
});

// ── Me ───────────────────────────────────────────────────────
app.get(""/me"", async (c) => {
  const sessionId = getCookie(c, lucia.sessionCookieName);
  if (!sessi"
ember/devbox,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,No,Medium,"});

// ── Me ───────────────────────────────────────────────────────
app.get(""/me"", async (c) => {
  const sessionId = getCookie(c, lucia.sessionCookieName);
  if (!sessionId) return c.json({ user: n"
ember/devbox,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,No,Medium,"// ── Me ───────────────────────────────────────────────────────
app.get(""/me"", async (c) => {
  const sessionId = getCookie(c, lucia.sessionCookieName);
  if (!sessionId) return c.json({ user: null }"
ember/devbox,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,No,Medium,"const sessionId = getCookie(c, lucia.sessionCookieName);
  if (!sessionId) return c.json({ user: null });
  const { user, session } = await lucia.validateSession(sessionId);
  if (!user) return c.json"
ember/devbox,ember/devbox/src/routes/auth.ts,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"// ── GitHub OAuth (login: minimal scopes) ─────────────────────
app.get(""/github"", async (c) => {
  const state = generateState();
  // Login only needs email. Repo access is a separate flow via /api"
ember/devbox,ember/devbox/src/routes/auth.ts,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"const storedState = getCookie(c, ""github_oauth_state"");

  if (!code || !state || state !== storedState) return c.redirect(""/login?error=oauth_failed"");

  try {
    const tokens = await github.valida"
ember/devbox,ember/devbox/src/routes/auth.ts,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"try {
    const tokens = await github.validateAuthorizationCode(code);
    const accessToken = tokens.accessToken();

    const ghRes = await fetch(""https://api.github.com/user"", {
      headers: { Au"
ember/devbox,ember/devbox/src/routes/auth.ts,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"});
    const ghUser = await ghRes.json() as any;

    // Get verified primary email
    const emailRes = await fetch(""https://api.github.com/user/emails"", {
      headers: { Authorization: `Bearer ${"
ember/devbox,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,No,Medium,"accessToken: encryptSecret(accessToken),
        });
      }
    }

    const session = await lucia.createSession(userId, {});
    const cookie = lucia.createSessionCookie(session.id);
    setCookie(c"
ember/devbox,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,No,Medium,"});
      }
    }

    const session = await lucia.createSession(userId, {});
    const cookie = lucia.createSessionCookie(session.id);
    setCookie(c, cookie.name, cookie.value, cookie.attributes as"
ember/devbox,ember/devbox/src/routes/auth.ts,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"// ── Google OAuth ─────────────────────────────────────────────
app.get(""/google"", async (c) => {
  const state = generateState();
  const codeVerifier = generateCodeVerifier();
  const url = google."
ember/devbox,ember/devbox/src/routes/auth.ts,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"const codeVerifier = getCookie(c, ""google_code_verifier"");

  if (!code || !state || state !== storedState || !codeVerifier) return c.redirect(""/login?error=oauth_failed"");

  try {
    const tokens ="
ember/devbox,ember/devbox/src/routes/auth.ts,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"try {
    const tokens = await google.validateAuthorizationCode(code, codeVerifier);
    const accessToken = tokens.accessToken();

    const res = await fetch(""https://openidconnect.googleapis.com/v1"
ember/devbox,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,No,Medium,"providerId: gUser.sub,
        userId,
      });
    }

    const session = await lucia.createSession(userId, {});
    const cookie = lucia.createSessionCookie(session.id);
    setCookie(c, cookie.nam"
ember/devbox,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,No,Medium,"userId,
      });
    }

    const session = await lucia.createSession(userId, {});
    const cookie = lucia.createSessionCookie(session.id);
    setCookie(c, cookie.name, cookie.value, cookie.attribu"
ember/devbox,ember/devbox/src/routes/billing.ts,STRIPE_SECRET_KEY,Sensitive,Env (Node),No,Medium,"} from ""../db.js"";
import { requireAuth } from ""../middleware.js"";
import { nanoid } from ""nanoid"";
import * as fly from ""../fly.js"";

const stripe = new Stripe(process.env.STRIPE_SECRET_KEY!);

const"
ember/devbox,ember/devbox/src/routes/billing.ts,STRIPE_PRICE_4X,Config,Env (Node),No,Low,"import * as fly from ""../fly.js"";

const stripe = new Stripe(process.env.STRIPE_SECRET_KEY!);

const PRICES: Record<string, { stripePriceId: string; cents: number }> = {
  ""performance-4x"": { stripePr"
ember/devbox,ember/devbox/src/routes/billing.ts,STRIPE_PRICE_8X,Config,Env (Node),No,Low,"const stripe = new Stripe(process.env.STRIPE_SECRET_KEY!);

const PRICES: Record<string, { stripePriceId: string; cents: number }> = {
  ""performance-4x"": { stripePriceId: process.env.STRIPE_PRICE_4X!"
ember/devbox,ember/devbox/src/routes/billing.ts,STRIPE_PRICE_16X,Config,Env (Node),No,Low,"const stripe = new Stripe(process.env.STRIPE_SECRET_KEY!);

const PRICES: Record<string, { stripePriceId: string; cents: number }> = {
  ""performance-4x"": { stripePriceId: process.env.STRIPE_PRICE_4X!"
ember/devbox,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,No,Medium,"// Subscription statuses that should revoke access
const REVOKE_STATUSES = new Set([""canceled"", ""unpaid"", ""paused"", ""incomplete_expired""]);
// Subscription statuses where user needs to fix payment
con"
ember/devbox,ember/devbox/src/routes/billing.ts,APP_URL,Config,Env (Node),No,Low,".where(eq(subscriptions.userId, user.id));
  const delinquentSub = userSubs.find(s => DELINQUENT_STATUSES.has(s.status));
  const activeSubs = userSubs.filter(s => ACCESS_STATUSES.has(s.status));

  i"
ember/devbox,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,No,Medium,"const delinquentSub = userSubs.find(s => DELINQUENT_STATUSES.has(s.status));
  const activeSubs = userSubs.filter(s => ACCESS_STATUSES.has(s.status));

  if (delinquentSub) {
    const APP_URL = proce"
ember/devbox,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,No,Medium,"if (delinquentSub) {
    const APP_URL = process.env.APP_URL || ""http://localhost:3000"";
    const session = await stripe.billingPortal.sessions.create({
      customer: customerId, return_url: `${APP"
ember/devbox,ember/devbox/src/routes/billing.ts,APP_URL,Config,Env (Node),No,Low,"return c.json({ url: session.url, reason: ""fix_payment"", intentId: intent.id });
  }

  if (activeSubs.length > 1) {
    // Multiple active subscriptions: cannot determine canonical. Send to portal.
 "
ember/devbox,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,No,Medium,"}

  if (activeSubs.length > 1) {
    // Multiple active subscriptions: cannot determine canonical. Send to portal.
    const APP_URL = process.env.APP_URL || ""http://localhost:3000"";
    const sessio"
ember/devbox,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,No,Medium,"// Multiple active subscriptions: cannot determine canonical. Send to portal.
    const APP_URL = process.env.APP_URL || ""http://localhost:3000"";
    const session = await stripe.billingPortal.session"
ember/devbox,ember/devbox/src/routes/billing.ts,APP_URL,Config,Env (Node),No,Low,"return c.json({ error: ""Failed to record slot"", intentId: intent.id }, 500);
    }
  }

  // 5. No active subscription: Stripe Checkout
  const APP_URL = process.env.APP_URL || ""http://localhost:3000"""
ember/devbox,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,No,Medium,"}
  }

  // 5. No active subscription: Stripe Checkout
  const APP_URL = process.env.APP_URL || ""http://localhost:3000"";
  const session = await stripe.checkout.sessions.create({
    customer: custome"
ember/devbox,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,No,Medium,"cancel_url: `${APP_URL}/dashboard?checkout=cancelled`,
    metadata: { userId: user.id, size, intentId: intent.id },
  }, { idempotencyKey: `checkout:${intent.id}` });

  await db.update(purchaseInten"
ember/devbox,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,No,Medium,"await db.update(purchaseIntents)
    .set({ type: ""checkout"", stripeSessionId: session.id })
    .where(eq(purchaseIntents.id, intent.id));

  return c.json({ url: session.url, intentId: intent.id });"
ember/devbox,ember/devbox/src/routes/billing.ts,APP_URL,Config,Env (Node),No,Low,"// ── Portal ───────────────────────────────────────────────────
app.post(""/portal"", requireAuth(), async (c) => {
  const user = c.get(""user"") as any;
  const [dbUser] = await db.select().from(users)"
ember/devbox,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,No,Medium,"app.post(""/portal"", requireAuth(), async (c) => {
  const user = c.get(""user"") as any;
  const [dbUser] = await db.select().from(users).where(eq(users.id, user.id));
  if (!dbUser.stripeCustomerId) re"
ember/devbox,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,No,Medium,"if (!dbUser.stripeCustomerId) return c.json({ error: ""No billing account"" }, 400);
  const APP_URL = process.env.APP_URL || ""http://localhost:3000"";
  const session = await stripe.billingPortal.sessio"
ember/devbox,ember/devbox/src/routes/billing.ts,stripe-signature,Sensitive,Auth Token,No,Medium,"}
  }
}

app.post(""/webhooks"", async (c) => {
  const sig = c.req.header(""stripe-signature"");
  const body = await c.req.text();

  let event: Stripe.Event;
  try {
    event = stripe.webhooks.constru"
ember/devbox,ember/devbox/src/routes/billing.ts,STRIPE_WEBHOOK_SECRET,Sensitive,Env (Node),No,Medium,"const sig = c.req.header(""stripe-signature"");
  const body = await c.req.text();

  let event: Stripe.Event;
  try {
    event = stripe.webhooks.constructEvent(body, sig!, process.env.STRIPE_WEBHOOK_S"
ember/devbox,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,No,Medium,"// Idempotency: check if we've processed this event
    const [dup] = await rawSql`SELECT id FROM billing_events WHERE stripe_event_id = ${event.id} LIMIT 1`;
    if (dup) return c.json({ received: tr"
ember/devbox,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,No,Medium,"const [dup] = await rawSql`SELECT id FROM billing_events WHERE stripe_event_id = ${event.id} LIMIT 1`;
    if (dup) return c.json({ received: true });

    switch (event.type) {
      case ""checkout.s"
ember/devbox,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,No,Medium,"switch (event.type) {
      case ""checkout.session.completed"": {
        const session = event.data.object as Stripe.Checkout.Session;

        // Route based on payment_type metadata (credit purchase"
ember/devbox,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,No,Medium,"const session = event.data.object as Stripe.Checkout.Session;

        // Route based on payment_type metadata (credit purchase vs subscription)
        if (session.metadata?.payment_type === ""credit_"
ember/devbox,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,No,Medium,"// Route based on payment_type metadata (credit purchase vs subscription)
        if (session.metadata?.payment_type === ""credit_purchase"") {
          // Credit top-up: single-writer pattern. Only th"
ember/devbox,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,No,Medium,"// Route based on payment_type metadata (credit purchase vs subscription)
        if (session.metadata?.payment_type === ""credit_purchase"") {
          // Credit top-up: single-writer pattern. Only th"
ember/devbox,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,No,Medium,"await tx`UPDATE users SET credits_cents = credits_cents + ${creditsCents} WHERE id = ${userId}`;
            const [user] = await tx`SELECT credits_cents FROM users WHERE id = ${userId}`;
            "
ember/devbox,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,No,Medium,"});
          break;
        }

        // Subscription checkout (existing logic)
        const userId = session.metadata?.userId;
        const intentId = session.metadata?.intentId;
        if (!use"
ember/devbox,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,No,Medium,"break;
        }

        // Subscription checkout (existing logic)
        const userId = session.metadata?.userId;
        const intentId = session.metadata?.intentId;
        if (!userId || !sessio"
ember/devbox,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,No,Medium,"}

        // Subscription checkout (existing logic)
        const userId = session.metadata?.userId;
        const intentId = session.metadata?.intentId;
        if (!userId || !session.subscription)"
ember/devbox,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,No,Medium,"const userId = session.metadata?.userId;
        const intentId = session.metadata?.intentId;
        if (!userId || !session.subscription) break;

        // Sync the new subscription
        const l"
ember/devbox,ember/devbox/src/routes/billing.ts,FLY_INFRA_APPS,Config,Env (Node),No,Low,"} catch (e: any) {
    results.push(`worker app index: ${e.message}`);
  }

  // 7b. Reverse orphan detection: find Fly apps with no DB record
  const INFRA_APPS = new Set((process.env.FLY_INFRA_APPS "
ember/devbox,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,No,Medium,"}

  // 8. Cleanup expired exchange codes
  await rawSql`DELETE FROM exchange_codes WHERE expires_at < NOW()`;

  // 9. Expire old terminal sessions
  await rawSql`UPDATE terminal_sessions SET status "
ember/devbox,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,No,Medium,"// 8. Cleanup expired exchange codes
  await rawSql`DELETE FROM exchange_codes WHERE expires_at < NOW()`;

  // 9. Expire old terminal sessions
  await rawSql`UPDATE terminal_sessions SET status = 'ex"
ember/devbox,ember/devbox/src/routes/billing.ts,Authorization,Sensitive,Auth Token,No,Medium,"return results;
}

app.post(""/reconcile"", async (c) => {
  const auth = c.req.header(""Authorization"");
  const secret = process.env.RECONCILE_SECRET;
  if (secret && auth !== `Bearer ${secret}`) {
   "
ember/devbox,ember/devbox/src/routes/billing.ts,RECONCILE_SECRET,Sensitive,Env (Node),No,Medium,"return results;
}

app.post(""/reconcile"", async (c) => {
  const auth = c.req.header(""Authorization"");
  const secret = process.env.RECONCILE_SECRET;
  if (secret && auth !== `Bearer ${secret}`) {
   "
ember/devbox,ember/devbox/src/routes/billing.ts,RECONCILE_INTERVAL_SECONDS,Config,Env (Node),No,Low,"// Background reconciler with leader election.
// Uses pg_try_advisory_lock so only one API instance runs reconciliation at a time.
const RECONCILE_LOCK_ID = 73019; // Arbitrary but fixed advisory loc"
ember/devbox,ember/devbox/src/routes/billing.ts,NODE_ENV,Config,Env (Node),No,Low,"// Uses pg_try_advisory_lock so only one API instance runs reconciliation at a time.
const RECONCILE_LOCK_ID = 73019; // Arbitrary but fixed advisory lock ID

function startReconcileLoop() {
  const r"
ember/devbox,ember/devbox/src/routes/credits.ts,STRIPE_SECRET_KEY,Sensitive,Env (Node),No,Medium,"import { z } from ""zod"";
import Stripe from ""stripe"";
import { rawSql } from ""../connection.js"";
import { requireAuth } from ""../middleware.js"";

const stripe = new Stripe(process.env.STRIPE_SECRET_KE"
ember/devbox,ember/devbox/src/routes/credits.ts,APP_URL,Config,Env (Node),No,Low,"const customer = await stripe.customers.create({ email: user.email, metadata: { user_id: user.id } });
    customerId = customer.id;
    await rawSql`UPDATE users SET stripe_customer_id = ${customerId"
ember/devbox,ember/devbox/src/routes/credits.ts,session,Sensitive,Auth Token,No,Medium,"await rawSql`UPDATE users SET stripe_customer_id = ${customerId} WHERE id = ${user.id}`;
  }

  const appUrl = process.env.APP_URL || ""http://localhost:3000"";

  const session = await stripe.checkout."
ember/devbox,ember/devbox/src/routes/credits.ts,session,Sensitive,Auth Token,No,Medium,"payment_type: ""credit_purchase"",
      user_id: user.id,
      credits_cents: String(pkg.creditsCents),
      package_id: packageId,
    },
    success_url: `${appUrl}/credits?purchase=success&session"
ember/devbox,ember/devbox/src/routes/credits.ts,session,Sensitive,Auth Token,No,Medium,"},
    success_url: `${appUrl}/credits?purchase=success&session_id={CHECKOUT_SESSION_ID}`,
    cancel_url: `${appUrl}/credits?purchase=cancelled`,
  });

  return c.json({ checkoutUrl: session.url });"
ember/devbox,ember/devbox/src/routes/github.ts,session,Sensitive,Auth Token,No,Medium,"isGitHubAppConfigured,
  getInstallationForUser,
  listInstallationRepos,
} from ""../github-app.js"";

const app = new Hono<{ Variables: { user: any; session: any; requestId: string } }>();
const isPro"
ember/devbox,ember/devbox/src/routes/github.ts,NODE_ENV,Config,Env (Node),No,Low,"getInstallationForUser,
  listInstallationRepos,
} from ""../github-app.js"";

const app = new Hono<{ Variables: { user: any; session: any; requestId: string } }>();
const isProd = process.env.NODE_ENV "
ember/devbox,ember/devbox/src/routes/github.ts,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"const token = await getGithubToken(user.id);
  if (!token) return c.json({ connected: false, hasRepoAccess: false });

  // Check if the token has repo scope by trying to list repos
  const res = awai"
ember/devbox,ember/devbox/src/routes/github.ts,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"// ── Connect: upgrade GitHub OAuth to include repo + org scopes ──
// This is separate from login. Login only requests user:email.
// Users trigger this explicitly when they want to use private repos"
ember/devbox,ember/devbox/src/routes/github.ts,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"const storedState = getCookie(c, ""github_connect_state"");

  if (!code || !state || state !== storedState) return c.redirect(""/settings?error=github_connect_failed"");

  try {
    const tokens = await"
ember/devbox,ember/devbox/src/routes/github.ts,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"const accessToken = tokens.accessToken();
    const user = c.get(""user"") as any;

    // Always get the GitHub identity for this token
    const ghRes = await fetch(""https://api.github.com/user"", {
  "
ember/devbox,ember/devbox/src/routes/github.ts,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"const user = c.get(""user"") as any;
  const token = await getGithubToken(user.id);
  if (!token) return c.json({ error: ""Connect GitHub first"", needsConnect: true, repos: [] });

  const res = await fe"
ember/devbox,ember/devbox/src/routes/github.ts,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"const user = c.get(""user"") as any;
  const token = await getGithubToken(user.id);
  if (!token) return c.json({ error: ""Connect GitHub first"", orgs: [] });

  const res = await fetch(""https://api.gith"
ember/devbox,ember/devbox/src/routes/github.ts,Authorization,Sensitive,Auth Token,No,Medium,"const token = await getGithubToken(user.id);
  if (!token) return c.json({ error: ""Connect GitHub first"" }, 400);

  const org = c.req.param(""org"");
  const res = await fetch(`https://api.github.com/o"
ember/devbox,ember/devbox/src/routes/github.ts,GITHUB_APP_SLUG,Config,Env (Node),No,Low,"});


// Redirect user to install the GitHub App on their account/org
app.get(""/install"", requireAuth(), async (c) => {
  const appSlug = process.env.GITHUB_APP_SLUG;
  if (!appSlug || !isGitHubAppCon"
ember/devbox,ember/devbox/src/routes/github.ts,Authorization,Sensitive,Auth Token,No,Medium,"if (!token) return c.json({ repos: [], method: ""no_github_account"" });

  let ghUsername: string | null = null;
  try {
    const ghRes = await fetch(""https://api.github.com/user"", {
      headers: { "
ember/devbox,ember/devbox/src/routes/github.ts,GITHUB_APP_SLUG,Config,Env (Node),No,Low,"if (!ghUsername) return c.json({ repos: [], method: ""github_api_failed"" });

  const installationId = await getInstallationForUser(ghUsername);
  if (!installationId) {
    return c.json({ repos: [], "
ember/devbox,ember/devbox/src/routes/github.ts,GITHUB_APP_SLUG,Config,Env (Node),No,Low,"if (!ghUsername) return c.json({ repos: [], method: ""github_api_failed"" });

  const installationId = await getInstallationForUser(ghUsername);
  if (!installationId) {
    return c.json({ repos: [], "
ember/devbox,ember/devbox/src/routes/github.ts,Authorization,Sensitive,Auth Token,No,Medium,"if (!token) return c.json({ configured: true, installed: false, needsOAuth: true });

  let ghUsername: string | null = null;
  try {
    const ghRes = await fetch(""https://api.github.com/user"", {
   "
ember/devbox,ember/devbox/src/routes/github.ts,GITHUB_APP_SLUG,Config,Env (Node),No,Low,"const installationId = await getInstallationForUser(ghUsername);
  return c.json({
    configured: true,
    installed: !!installationId,
    installUrl: !installationId && process.env.GITHUB_APP_SLUG"
ember/devbox,ember/devbox/src/routes/github.ts,GITHUB_APP_SLUG,Config,Env (Node),No,Low,"const installationId = await getInstallationForUser(ghUsername);
  return c.json({
    configured: true,
    installed: !!installationId,
    installUrl: !installationId && process.env.GITHUB_APP_SLUG"
ember/devbox,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,No,Medium,"import * as fly from ""../fly.js"";
import { z } from ""zod"";
import crypto from ""crypto"";
import { decryptSecret } from ""../secrets.js"";

const app = new Hono<{ Variables: { user: any; session: any; req"
